RPM,TinjA,TinjB,Tinj,Prail,Vinj_cum
2000.0000000000,604.0000000000,1420.0000000000,2024.0000000000,1865.7531053426,0.0005027072
2000.0000000000,716.0000000000,1398.0000000000,2114.0000000000,1924.8551172991,0.0005038062
2000.0000000000,898.0000000000,1306.0000000000,2204.0000000000,1924.2912417067,0.0005049519
2000.0000000000,794.0000000000,1062.0000000000,1856.0000000000,1997.9758494121,0.0005059362
2000.0000000000,612.0000000000,1642.0000000000,2254.0000000000,2049.0771028922,0.0005071479
2000.0000000000,926.0000000000,1406.0000000000,2332.0000000000,2119.7292755897,0.0005084244
2000.0000000000,824.0000000000,1660.0000000000,2484.0000000000,1952.2994089680,0.0005097257
2000.0000000000,926.0000000000,1152.0000000000,2078.0000000000,1942.5393276604,0.0005108113
2000.0000000000,970.0000000000,1682.0000000000,2652.0000000000,2191.1240392843,0.0005122888
2000.0000000000,898.0000000000,1642.0000000000,2540.0000000000,2098.8823999897,0.0005136718
2000.0000000000,642.0000000000,1380.0000000000,2022.0000000000,1818.6710650220,0.0005146915
2000.0000000000,990.0000000000,1716.0000000000,2706.0000000000,2141.3700784752,0.0005161807
2000.0000000000,880.0000000000,1212.0000000000,2092.0000000000,1882.9674011181,0.0005172556
2000.0000000000,966.0000000000,1274.0000000000,2240.0000000000,1915.0654778998,0.0005184169
2000.0000000000,954.0000000000,1088.0000000000,2042.0000000000,2180.7058170806,0.0005195517
2000.0000000000,692.0000000000,1498.0000000000,2190.0000000000,2008.7648179187,0.0005207166
2000.0000000000,824.0000000000,1464.0000000000,2288.0000000000,1973.8013417695,0.0005219222
2000.0000000000,880.0000000000,1584.0000000000,2464.0000000000,2110.5711289980,0.0005232678
2000.0000000000,794.0000000000,1506.0000000000,2300.0000000000,2054.9952784054,0.0005245062
2000.0000000000,742.0000000000,1612.0000000000,2354.0000000000,1909.9009821984,0.0005257249
2000.0000000000,924.0000000000,1650.0000000000,2574.0000000000,1949.2123812094,0.0005270721
2000.0000000000,724.0000000000,1366.0000000000,2090.0000000000,1866.0496614758,0.0005281407
2000.0000000000,634.0000000000,1364.0000000000,1998.0000000000,1958.4828954379,0.0005291892
2000.0000000000,758.0000000000,1580.0000000000,2338.0000000000,1849.6079642623,0.0005303789
2000.0000000000,600.0000000000,1378.0000000000,1978.0000000000,2065.5380846200,0.0005314468
2000.0000000000,978.0000000000,1520.0000000000,2498.0000000000,1907.6778439159,0.0005327392
2000.0000000000,892.0000000000,1022.0000000000,1914.0000000000,1985.5281731180,0.0005337510
2000.0000000000,624.0000000000,1106.0000000000,1730.0000000000,2122.1273401626,0.0005346985
2000.0000000000,600.0000000000,1032.0000000000,1632.0000000000,1848.3510138721,0.0005355287
2000.0000000000,850.0000000000,1266.0000000000,2116.0000000000,1946.6599846267,0.0005366355
2000.0000000000,842.0000000000,1138.0000000000,1980.0000000000,2026.0315089584,0.0005376935
2000.0000000000,658.0000000000,1336.0000000000,1994.0000000000,2017.8349087573,0.0005387566
2000.0000000000,768.0000000000,1466.0000000000,2234.0000000000,2159.6970507997,0.0005399917
2000.0000000000,604.0000000000,1142.0000000000,1746.0000000000,2073.0306396184,0.0005409362
2000.0000000000,756.0000000000,1208.0000000000,1964.0000000000,1828.9349731335,0.0005419296
2000.0000000000,982.0000000000,1538.0000000000,2520.0000000000,1946.5469975233,0.0005432476
2000.0000000000,832.0000000000,1608.0000000000,2440.0000000000,1947.0270945218,0.0005445239
2000.0000000000,836.0000000000,1176.0000000000,2012.0000000000,1890.8345916582,0.0005455600
2000.0000000000,602.0000000000,1060.0000000000,1662.0000000000,1968.9420512387,0.0005464346
2000.0000000000,664.0000000000,1780.0000000000,2444.0000000000,1840.3251659009,0.0005476749
2000.0000000000,674.0000000000,1514.0000000000,2188.0000000000,1874.7495769021,0.0005487964
2000.0000000000,770.0000000000,1388.0000000000,2158.0000000000,1866.1548856525,0.0005498998
2000.0000000000,868.0000000000,1360.0000000000,2228.0000000000,2074.6753198456,0.0005511055
2000.0000000000,614.0000000000,1286.0000000000,1900.0000000000,1837.5251045336,0.0005520690
2000.0000000000,744.0000000000,1022.0000000000,1766.0000000000,1995.5088434766,0.0005530050
2000.0000000000,706.0000000000,1176.0000000000,1882.0000000000,1915.0841383700,0.0005539808
2000.0000000000,928.0000000000,1794.0000000000,2722.0000000000,1916.0724737402,0.0005553924
2000.0000000000,614.0000000000,1550.0000000000,2164.0000000000,1907.3244124087,0.0005565120
2000.0000000000,848.0000000000,1296.0000000000,2144.0000000000,1824.5377063030,0.0005575950
2000.0000000000,866.0000000000,1046.0000000000,1912.0000000000,2016.0273981150,0.0005586140
2000.0000000000,974.0000000000,1468.0000000000,2442.0000000000,2105.1872059071,0.0005599458
2000.0000000000,742.0000000000,1020.0000000000,1762.0000000000,2046.1067648816,0.0005608923
2000.0000000000,912.0000000000,1074.0000000000,1986.0000000000,1889.7206128856,0.0005619146
2000.0000000000,726.0000000000,1188.0000000000,1914.0000000000,1938.4518266488,0.0005629134
2000.0000000000,842.0000000000,1720.0000000000,2562.0000000000,1880.6629171877,0.0005642289
2000.0000000000,746.0000000000,1626.0000000000,2372.0000000000,2192.2924973284,0.0005655508
2000.0000000000,754.0000000000,1478.0000000000,2232.0000000000,2097.2042715291,0.0005667656
2000.0000000000,718.0000000000,1786.0000000000,2504.0000000000,2034.2784410505,0.0005681065
2000.0000000000,716.0000000000,1024.0000000000,1740.0000000000,2142.6692602091,0.0005690644
2000.0000000000,716.0000000000,1396.0000000000,2112.0000000000,1826.0796804217,0.0005701318
2000.0000000000,942.0000000000,1740.0000000000,2682.0000000000,1972.3258533249,0.0005715444
2000.0000000000,710.0000000000,1016.0000000000,1726.0000000000,1870.6395021336,0.0005724281
2000.0000000000,754.0000000000,1134.0000000000,1888.0000000000,1823.7958253524,0.0005733816
2000.0000000000,802.0000000000,1078.0000000000,1880.0000000000,2082.7100172550,0.0005744011
2000.0000000000,996.0000000000,1550.0000000000,2546.0000000000,1950.3121354730,0.0005757341
2000.0000000000,752.0000000000,1600.0000000000,2352.0000000000,1963.7582907421,0.0005769700
2000.0000000000,818.0000000000,1524.0000000000,2342.0000000000,2062.8413958332,0.0005782335
2000.0000000000,610.0000000000,1466.0000000000,2076.0000000000,2007.9768914267,0.0005793375
2000.0000000000,978.0000000000,1538.0000000000,2516.0000000000,1983.9107877040,0.0005806669
2000.0000000000,806.0000000000,1596.0000000000,2402.0000000000,1850.9836895700,0.0005818897
2000.0000000000,764.0000000000,1148.0000000000,1912.0000000000,1983.8688161537,0.0005829000
2000.0000000000,690.0000000000,1316.0000000000,2006.0000000000,2154.2000068726,0.0005840075
2000.0000000000,612.0000000000,1114.0000000000,1726.0000000000,1809.7516769801,0.0005848756
2000.0000000000,918.0000000000,1154.0000000000,2072.0000000000,2191.6137312922,0.0005860301
2000.0000000000,664.0000000000,1684.0000000000,2348.0000000000,1918.6843809826,0.0005872486
2000.0000000000,982.0000000000,1488.0000000000,2470.0000000000,2184.5866515773,0.0005886225
2000.0000000000,700.0000000000,1470.0000000000,2170.0000000000,1848.6113470602,0.0005897265
2000.0000000000,804.0000000000,1464.0000000000,2268.0000000000,1831.7518759279,0.0005908746
2000.0000000000,674.0000000000,1226.0000000000,1900.0000000000,1974.3913786218,0.0005918759
2000.0000000000,722.0000000000,1006.0000000000,1728.0000000000,1890.9351748148,0.0005927658
2000.0000000000,700.0000000000,1588.0000000000,2288.0000000000,2156.0765406281,0.0005940296
2000.0000000000,644.0000000000,1692.0000000000,2336.0000000000,2123.8929107823,0.0005953096
2000.0000000000,850.0000000000,1722.0000000000,2572.0000000000,1963.7330067244,0.0005966612
2000.0000000000,828.0000000000,1150.0000000000,1978.0000000000,2020.4722534451,0.0005977165
2000.0000000000,630.0000000000,1276.0000000000,1906.0000000000,2001.0758719562,0.0005987283
2000.0000000000,996.0000000000,1384.0000000000,2380.0000000000,2134.2402850216,0.0006000358
2000.0000000000,870.0000000000,1618.0000000000,2488.0000000000,2160.2899618255,0.0006014115
2000.0000000000,730.0000000000,1114.0000000000,1844.0000000000,2154.3775933654,0.0006024296
2000.0000000000,898.0000000000,1568.0000000000,2466.0000000000,2124.0023513466,0.0006037809
2000.0000000000,746.0000000000,1770.0000000000,2516.0000000000,2116.8449334155,0.0006051571
2000.0000000000,790.0000000000,1498.0000000000,2288.0000000000,2079.1420542779,0.0006063967
2000.0000000000,886.0000000000,1140.0000000000,2026.0000000000,1887.2400706189,0.0006074389
2000.0000000000,748.0000000000,1448.0000000000,2196.0000000000,1977.4281157739,0.0006085972
2000.0000000000,904.0000000000,1536.0000000000,2440.0000000000,2099.6442127603,0.0006099260
2000.0000000000,840.0000000000,1348.0000000000,2188.0000000000,2030.6303030473,0.0006110966
2000.0000000000,774.0000000000,1172.0000000000,1946.0000000000,2174.7782987120,0.0006121764
2000.0000000000,818.0000000000,1724.0000000000,2542.0000000000,1984.6978870281,0.0006135198
2000.0000000000,712.0000000000,1156.0000000000,1868.0000000000,2022.9837937895,0.0006145172
2000.0000000000,818.0000000000,1190.0000000000,2008.0000000000,1977.9048148976,0.0006155764
2000.0000000000,864.0000000000,1390.0000000000,2254.0000000000,2147.8516265382,0.0006168189
2000.0000000000,680.0000000000,1580.0000000000,2260.0000000000,2194.2365908288,0.0006180790
2000.0000000000,894.0000000000,1130.0000000000,2024.0000000000,2167.7548519595,0.0006192002
2000.0000000000,874.0000000000,1342.0000000000,2216.0000000000,1826.5074783457,0.0006203202
2000.0000000000,888.0000000000,1712.0000000000,2600.0000000000,2144.7096956325,0.0006217523
2000.0000000000,634.0000000000,1686.0000000000,2320.0000000000,2178.8379337665,0.0006230410
2000.0000000000,900.0000000000,1686.0000000000,2586.0000000000,2102.1988643017,0.0006244503
2000.0000000000,772.0000000000,1196.0000000000,1968.0000000000,2145.3263416476,0.0006255344
2000.0000000000,808.0000000000,1100.0000000000,1908.0000000000,1941.0388856630,0.0006265309
2000.0000000000,774.0000000000,1676.0000000000,2450.0000000000,2044.7949781782,0.0006278465
2000.0000000000,674.0000000000,1292.0000000000,1966.0000000000,1880.5120073809,0.0006288558
2000.0000000000,638.0000000000,1488.0000000000,2126.0000000000,1826.6943821509,0.0006299305
2000.0000000000,902.0000000000,1034.0000000000,1936.0000000000,1815.4971246436,0.0006309058
2000.0000000000,786.0000000000,1194.0000000000,1980.0000000000,1846.0675327225,0.0006319124
2000.0000000000,866.0000000000,1640.0000000000,2506.0000000000,1871.9298422118,0.0006331959
2000.0000000000,718.0000000000,1542.0000000000,2260.0000000000,1880.2173018125,0.0006343561
2000.0000000000,906.0000000000,1218.0000000000,2124.0000000000,2041.3361534013,0.0006354956
2000.0000000000,648.0000000000,1484.0000000000,2132.0000000000,2136.3576011213,0.0006366675
2000.0000000000,978.0000000000,1278.0000000000,2256.0000000000,2011.7674983229,0.0006378684
2000.0000000000,672.0000000000,1672.0000000000,2344.0000000000,2136.9209165498,0.0006391570
2000.0000000000,730.0000000000,1456.0000000000,2186.0000000000,2192.0794761245,0.0006403752
2000.0000000000,726.0000000000,1168.0000000000,1894.0000000000,2180.5786421274,0.0006414277
2000.0000000000,930.0000000000,1322.0000000000,2252.0000000000,2159.9370038940,0.0006426728
2000.0000000000,844.0000000000,1166.0000000000,2010.0000000000,1944.7054118470,0.0006437235
2000.0000000000,658.0000000000,1250.0000000000,1908.0000000000,1867.0776913512,0.0006446994
2000.0000000000,686.0000000000,1464.0000000000,2150.0000000000,1807.8186074760,0.0006457801
2000.0000000000,990.0000000000,1760.0000000000,2750.0000000000,1924.2834281346,0.0006472095
2000.0000000000,682.0000000000,1126.0000000000,1808.0000000000,1882.0273183387,0.0006481382
2000.0000000000,838.0000000000,1022.0000000000,1860.0000000000,2102.7431808304,0.0006491520
2000.0000000000,852.0000000000,1254.0000000000,2106.0000000000,1975.6946925527,0.0006502623
2000.0000000000,672.0000000000,1780.0000000000,2452.0000000000,2105.9961223457,0.0006515998
2000.0000000000,842.0000000000,1464.0000000000,2306.0000000000,2031.3696554076,0.0006528337
2000.0000000000,638.0000000000,1778.0000000000,2416.0000000000,1869.0050280855,0.0006540701
2000.0000000000,728.0000000000,1412.0000000000,2140.0000000000,2009.7562282904,0.0006552087
2000.0000000000,762.0000000000,1114.0000000000,1876.0000000000,2033.7032894928,0.0006562131
2000.0000000000,974.0000000000,1322.0000000000,2296.0000000000,2140.2627702009,0.0006574764
2000.0000000000,710.0000000000,1742.0000000000,2452.0000000000,1976.5549022256,0.0006587694
2000.0000000000,908.0000000000,1540.0000000000,2448.0000000000,2032.4322680515,0.0006600796
2000.0000000000,638.0000000000,1400.0000000000,2038.0000000000,2103.0785014303,0.0006611905
2000.0000000000,892.0000000000,1246.0000000000,2138.0000000000,2043.0189680422,0.0006623381
2000.0000000000,618.0000000000,1326.0000000000,1944.0000000000,1925.6119994338,0.0006633489
2000.0000000000,642.0000000000,1720.0000000000,2362.0000000000,1803.0879411997,0.0006645345
2000.0000000000,912.0000000000,1782.0000000000,2694.0000000000,1877.4631603914,0.0006659165
2000.0000000000,614.0000000000,1276.0000000000,1890.0000000000,2117.9545770841,0.0006669506
2000.0000000000,724.0000000000,1336.0000000000,2060.0000000000,2112.3228061421,0.0006680761
2000.0000000000,996.0000000000,1254.0000000000,2250.0000000000,2110.2214538617,0.0006693048
2000.0000000000,752.0000000000,1284.0000000000,2036.0000000000,1862.1341569264,0.0006703446
2000.0000000000,866.0000000000,1096.0000000000,1962.0000000000,2071.6439475422,0.0006714055
2000.0000000000,838.0000000000,1474.0000000000,2312.0000000000,1864.3093675541,0.0006725870
2000.0000000000,894.0000000000,1708.0000000000,2602.0000000000,1823.0024896038,0.0006739009
2000.0000000000,842.0000000000,1382.0000000000,2224.0000000000,1814.8180778810,0.0006750211
2000.0000000000,860.0000000000,1780.0000000000,2640.0000000000,2081.4520980180,0.0006764522
2000.0000000000,936.0000000000,1546.0000000000,2482.0000000000,2024.3838362693,0.0006777779
2000.0000000000,950.0000000000,1110.0000000000,2060.0000000000,1921.8690935070,0.0006788479
2000.0000000000,848.0000000000,1732.0000000000,2580.0000000000,1934.9940070695,0.0006801930
2000.0000000000,980.0000000000,1006.0000000000,1986.0000000000,1878.7454205852,0.0006812122
2000.0000000000,674.0000000000,1152.0000000000,1826.0000000000,2026.3913599933,0.0006821880
2000.0000000000,998.0000000000,1582.0000000000,2580.0000000000,1854.3301269529,0.0006835027
2000.0000000000,928.0000000000,1556.0000000000,2484.0000000000,1800.4443323963,0.0006847485
2000.0000000000,636.0000000000,1702.0000000000,2338.0000000000,1988.8359711689,0.0006859855
2000.0000000000,628.0000000000,1790.0000000000,2418.0000000000,1856.9388848422,0.0006872186
2000.0000000000,712.0000000000,1420.0000000000,2132.0000000000,2051.0023793543,0.0006883653
2000.0000000000,688.0000000000,1460.0000000000,2148.0000000000,2085.1723809536,0.0006895308
2000.0000000000,778.0000000000,1430.0000000000,2208.0000000000,2170.3051998522,0.0006907547
2000.0000000000,926.0000000000,1702.0000000000,2628.0000000000,2001.1224298979,0.0006921497
2000.0000000000,780.0000000000,1484.0000000000,2264.0000000000,1884.9021880126,0.0006933135
2000.0000000000,926.0000000000,1006.0000000000,1932.0000000000,2161.6342213647,0.0006943822
2000.0000000000,936.0000000000,1584.0000000000,2520.0000000000,1957.1088166084,0.0006957040
2000.0000000000,950.0000000000,1122.0000000000,2072.0000000000,2123.4525730364,0.0006968392
2000.0000000000,734.0000000000,1090.0000000000,1824.0000000000,2139.7678644708,0.0006978427
2000.0000000000,710.0000000000,1590.0000000000,2300.0000000000,1991.2857016496,0.0006990604
2000.0000000000,924.0000000000,1094.0000000000,2018.0000000000,2187.1009354732,0.0007001835
2000.0000000000,964.0000000000,1368.0000000000,2332.0000000000,2174.3628659516,0.0007014774
2000.0000000000,756.0000000000,1252.0000000000,2008.0000000000,1857.6222956436,0.0007025016
2000.0000000000,690.0000000000,1096.0000000000,1786.0000000000,2104.6918577265,0.0007034756
2000.0000000000,782.0000000000,1368.0000000000,2150.0000000000,1830.8603016439,0.0007045637
2000.0000000000,680.0000000000,1730.0000000000,2410.0000000000,2123.4465710359,0.0007058841
2000.0000000000,660.0000000000,1252.0000000000,1912.0000000000,1964.2863956596,0.0007068890
2000.0000000000,976.0000000000,1162.0000000000,2138.0000000000,2130.2375521803,0.0007080624
2000.0000000000,630.0000000000,1660.0000000000,2290.0000000000,2050.2390357483,0.0007092938
2000.0000000000,962.0000000000,1706.0000000000,2668.0000000000,1977.9924688823,0.0007107012
2000.0000000000,948.0000000000,1032.0000000000,1980.0000000000,1983.2775608492,0.0007117472
2000.0000000000,836.0000000000,1198.0000000000,2034.0000000000,1810.7712988622,0.0007127705
2000.0000000000,662.0000000000,1122.0000000000,1784.0000000000,2154.1804766230,0.0007137555
2000.0000000000,780.0000000000,1496.0000000000,2276.0000000000,2096.6451444095,0.0007149941
2000.0000000000,826.0000000000,1642.0000000000,2468.0000000000,1999.0216024165,0.0007163034
2000.0000000000,618.0000000000,1322.0000000000,1940.0000000000,1818.3027767645,0.0007172816
2000.0000000000,762.0000000000,1794.0000000000,2556.0000000000,2067.5764521018,0.0007186622
2000.0000000000,670.0000000000,1686.0000000000,2356.0000000000,1882.1214533352,0.0007198724
2000.0000000000,656.0000000000,1270.0000000000,1926.0000000000,1890.0702515726,0.0007208640
2000.0000000000,998.0000000000,1694.0000000000,2692.0000000000,2110.0065210202,0.0007223339
2000.0000000000,968.0000000000,1348.0000000000,2316.0000000000,1874.9438744747,0.0007235211
2000.0000000000,748.0000000000,1718.0000000000,2466.0000000000,2019.3651645516,0.0007248365
2000.0000000000,986.0000000000,1380.0000000000,2366.0000000000,1896.0606183765,0.0007260567
2000.0000000000,860.0000000000,1098.0000000000,1958.0000000000,1830.6689554412,0.0007270475
2000.0000000000,718.0000000000,1138.0000000000,1856.0000000000,2106.5279748651,0.0007280601
2000.0000000000,964.0000000000,1068.0000000000,2032.0000000000,1914.0116747181,0.0007291133
2000.0000000000,814.0000000000,1168.0000000000,1982.0000000000,2110.6701800298,0.0007301958
2000.0000000000,784.0000000000,1132.0000000000,1916.0000000000,2021.6485691842,0.0007312184
2000.0000000000,676.0000000000,1426.0000000000,2102.0000000000,2029.8110300901,0.0007323427
2000.0000000000,846.0000000000,1018.0000000000,1864.0000000000,2165.1721594963,0.0007333746
2000.0000000000,874.0000000000,1126.0000000000,2000.0000000000,2028.4346643400,0.0007344440
2000.0000000000,810.0000000000,1418.0000000000,2228.0000000000,2172.6045514803,0.0007356796
2000.0000000000,864.0000000000,1670.0000000000,2534.0000000000,1872.4014638507,0.0007369776
2000.0000000000,618.0000000000,1470.0000000000,2088.0000000000,1807.6725963685,0.0007380271
2000.0000000000,644.0000000000,1766.0000000000,2410.0000000000,2173.3402968224,0.0007393640
2000.0000000000,948.0000000000,1640.0000000000,2588.0000000000,2140.2093497530,0.0007407879
2000.0000000000,982.0000000000,1426.0000000000,2408.0000000000,2070.0576109961,0.0007420894
2000.0000000000,968.0000000000,1642.0000000000,2610.0000000000,1915.3641065295,0.0007434427
2000.0000000000,748.0000000000,1330.0000000000,2078.0000000000,2056.8329434985,0.0007445621
2000.0000000000,600.0000000000,1766.0000000000,2366.0000000000,2089.0954778356,0.0007458472
2000.0000000000,842.0000000000,1730.0000000000,2572.0000000000,1958.7056508565,0.0007471969
2000.0000000000,822.0000000000,1554.0000000000,2376.0000000000,2050.2194946181,0.0007484746
2000.0000000000,640.0000000000,1396.0000000000,2036.0000000000,2131.1664878306,0.0007495922
2000.0000000000,676.0000000000,1740.0000000000,2416.0000000000,1936.6131696465,0.0007508524
2000.0000000000,914.0000000000,1172.0000000000,2086.0000000000,1893.4311115303,0.0007519273
2000.0000000000,696.0000000000,1708.0000000000,2404.0000000000,2031.3371064355,0.0007532137
2000.0000000000,960.0000000000,1036.0000000000,1996.0000000000,1898.6050060917,0.0007542438
2000.0000000000,768.0000000000,1246.0000000000,2014.0000000000,2087.1540955477,0.0007553371
2000.0000000000,714.0000000000,1218.0000000000,1932.0000000000,2171.8285320267,0.0007564084
2000.0000000000,780.0000000000,1354.0000000000,2134.0000000000,1957.1045042412,0.0007575278
2000.0000000000,928.0000000000,1200.0000000000,2128.0000000000,1891.7336743229,0.0007586239
2000.0000000000,600.0000000000,1180.0000000000,1780.0000000000,1977.7416918044,0.0007595628
2000.0000000000,998.0000000000,1004.0000000000,2002.0000000000,1966.3014733242,0.0007606156
2000.0000000000,962.0000000000,1146.0000000000,2108.0000000000,1964.7055623510,0.0007617236
2000.0000000000,754.0000000000,1104.0000000000,1858.0000000000,2184.0127792657,0.0007627569
2000.0000000000,848.0000000000,1006.0000000000,1854.0000000000,2057.8361351180,0.0007637559
2000.0000000000,890.0000000000,1586.0000000000,2476.0000000000,2161.2316539525,0.0007651253
2000.0000000000,802.0000000000,1576.0000000000,2378.0000000000,2170.6174874784,0.0007664435
2000.0000000000,822.0000000000,1338.0000000000,2160.0000000000,1929.3182073252,0.0007675678
2000.0000000000,748.0000000000,1732.0000000000,2480.0000000000,1970.3684330663,0.0007688734
2000.0000000000,766.0000000000,1290.0000000000,2056.0000000000,2161.1792717147,0.0007700105
2000.0000000000,846.0000000000,1166.0000000000,2012.0000000000,1920.1458261319,0.0007710551
2000.0000000000,772.0000000000,1598.0000000000,2370.0000000000,2073.3590910502,0.0007723372
2000.0000000000,814.0000000000,1430.0000000000,2244.0000000000,2079.7113893485,0.0007735532
2000.0000000000,870.0000000000,1542.0000000000,2412.0000000000,1906.3573015798,0.0007748006
2000.0000000000,832.0000000000,1364.0000000000,2196.0000000000,2127.9902982917,0.0007760052
2000.0000000000,644.0000000000,1348.0000000000,1992.0000000000,2072.1805879018,0.0007770825
2000.0000000000,888.0000000000,1558.0000000000,2446.0000000000,2117.5125043968,0.0007784206
2000.0000000000,632.0000000000,1460.0000000000,2092.0000000000,1984.0550041092,0.0007795260
2000.0000000000,682.0000000000,1270.0000000000,1952.0000000000,2013.2256266436,0.0007805655
2000.0000000000,842.0000000000,1442.0000000000,2284.0000000000,1868.2915876353,0.0007817341
2000.0000000000,838.0000000000,1464.0000000000,2302.0000000000,2188.3773007644,0.0007830157
2000.0000000000,996.0000000000,1390.0000000000,2386.0000000000,2037.2701582299,0.0007842944
2000.0000000000,620.0000000000,1688.0000000000,2308.0000000000,2182.1039503334,0.0007855775
2000.0000000000,636.0000000000,1208.0000000000,1844.0000000000,2028.6367334135,0.0007865635
2000.0000000000,686.0000000000,1760.0000000000,2446.0000000000,2182.5763362497,0.0007879233
2000.0000000000,950.0000000000,1476.0000000000,2426.0000000000,2173.8370599753,0.0007892692
2000.0000000000,868.0000000000,1372.0000000000,2240.0000000000,2121.2269235907,0.0007904958
2000.0000000000,928.0000000000,1082.0000000000,2010.0000000000,2108.2080830673,0.0007915929
2000.0000000000,900.0000000000,1344.0000000000,2244.0000000000,2015.7290590666,0.0007927887
2000.0000000000,866.0000000000,1538.0000000000,2404.0000000000,1859.4747229742,0.0007940155
2000.0000000000,996.0000000000,1372.0000000000,2368.0000000000,2064.7187501579,0.0007952937
2000.0000000000,600.0000000000,1624.0000000000,2224.0000000000,2080.9249901718,0.0007964991
2000.0000000000,816.0000000000,1358.0000000000,2174.0000000000,2028.8290565156,0.0007976617
2000.0000000000,948.0000000000,1620.0000000000,2568.0000000000,2168.8252650933,0.0007990846
2000.0000000000,700.0000000000,1094.0000000000,1794.0000000000,2094.5225612894,0.0008000603
2000.0000000000,998.0000000000,1636.0000000000,2634.0000000000,2191.7437349409,0.0008015280
2000.0000000000,690.0000000000,1098.0000000000,1788.0000000000,2168.5657612026,0.0008025187
2000.0000000000,698.0000000000,1512.0000000000,2210.0000000000,2130.5671357542,0.0008037317
2000.0000000000,910.0000000000,1652.0000000000,2562.0000000000,2020.3065087507,0.0008050986
2000.0000000000,766.0000000000,1010.0000000000,1776.0000000000,1831.9681258852,0.0008059977
2000.0000000000,670.0000000000,1766.0000000000,2436.0000000000,1858.2077575454,0.0008072404
2000.0000000000,870.0000000000,1560.0000000000,2430.0000000000,1875.9973407953,0.0008084864
2000.0000000000,874.0000000000,1188.0000000000,2062.0000000000,1817.2100777960,0.0008095258
2000.0000000000,690.0000000000,1234.0000000000,1924.0000000000,2045.0197440972,0.0008105590
2000.0000000000,712.0000000000,1400.0000000000,2112.0000000000,2025.8380351042,0.0008116875
2000.0000000000,684.0000000000,1294.0000000000,1978.0000000000,2042.9139401685,0.0008127491
2000.0000000000,844.0000000000,1498.0000000000,2342.0000000000,2185.5689352144,0.0008140521
2000.0000000000,984.0000000000,1600.0000000000,2584.0000000000,2100.8817612006,0.0008154598
2000.0000000000,816.0000000000,1446.0000000000,2262.0000000000,1856.7247323838,0.0008166133
2000.0000000000,848.0000000000,1624.0000000000,2472.0000000000,1996.2551855175,0.0008179238
2000.0000000000,832.0000000000,1516.0000000000,2348.0000000000,1880.9532675022,0.0008191294
2000.0000000000,848.0000000000,1636.0000000000,2484.0000000000,2066.7438286799,0.0008204709
2000.0000000000,914.0000000000,1012.0000000000,1926.0000000000,2058.7331350661,0.0008215089
2000.0000000000,992.0000000000,1108.0000000000,2100.0000000000,2017.2895396498,0.0008226284
2000.0000000000,740.0000000000,1276.0000000000,2016.0000000000,1889.2381227524,0.0008236661
2000.0000000000,798.0000000000,1558.0000000000,2356.0000000000,2115.7627786226,0.0008249544
2000.0000000000,686.0000000000,1200.0000000000,1886.0000000000,2033.1172549735,0.0008259641
2000.0000000000,776.0000000000,1136.0000000000,1912.0000000000,1904.9278745174,0.0008269526
2000.0000000000,626.0000000000,1354.0000000000,1980.0000000000,2053.2618841614,0.0008280181
2000.0000000000,842.0000000000,1438.0000000000,2280.0000000000,2074.9591952717,0.0008292520
2000.0000000000,826.0000000000,1410.0000000000,2236.0000000000,1800.4848535836,0.0008303735
2000.0000000000,794.0000000000,1672.0000000000,2466.0000000000,2126.8782210433,0.0008317258
2000.0000000000,940.0000000000,1640.0000000000,2580.0000000000,1848.5287040197,0.0008330383
2000.0000000000,906.0000000000,1526.0000000000,2432.0000000000,1826.0522840062,0.0008342673
2000.0000000000,640.0000000000,1160.0000000000,1800.0000000000,2161.2596925154,0.0008352629
2000.0000000000,916.0000000000,1556.0000000000,2472.0000000000,2024.2993980513,0.0008365832
2000.0000000000,814.0000000000,1296.0000000000,2110.0000000000,1838.7421302144,0.0008376535
2000.0000000000,756.0000000000,1020.0000000000,1776.0000000000,2183.4308486601,0.0008386411
2000.0000000000,874.0000000000,1368.0000000000,2242.0000000000,1995.6787347932,0.0008398294
2000.0000000000,976.0000000000,1382.0000000000,2358.0000000000,1902.0671194671,0.0008410475
2000.0000000000,948.0000000000,1354.0000000000,2302.0000000000,1896.0562354076,0.0008422347
2000.0000000000,662.0000000000,1326.0000000000,1988.0000000000,2031.4299990969,0.0008432985
2000.0000000000,896.0000000000,1086.0000000000,1982.0000000000,2195.3908084277,0.0008444038
2000.0000000000,602.0000000000,1220.0000000000,1822.0000000000,1961.5932207169,0.0008453607
2000.0000000000,974.0000000000,1024.0000000000,1998.0000000000,2040.2518715696,0.0008464323
2000.0000000000,888.0000000000,1054.0000000000,1942.0000000000,2034.9632507112,0.0008474724
2000.0000000000,640.0000000000,1694.0000000000,2334.0000000000,1959.8937613113,0.0008486976
2000.0000000000,764.0000000000,1574.0000000000,2338.0000000000,2117.9468964235,0.0008499768
2000.0000000000,972.0000000000,1766.0000000000,2738.0000000000,1927.1733700727,0.0008514012
2000.0000000000,948.0000000000,1368.0000000000,2316.0000000000,1826.0187148173,0.0008525717
2000.0000000000,762.0000000000,1646.0000000000,2408.0000000000,1996.7739905187,0.0008538484
2000.0000000000,752.0000000000,1250.0000000000,2002.0000000000,2168.4349131038,0.0008549576
